CSV_HEADER: frame,timestamp,avg_dx,avg_dy,smoothed_dx,smoothed_dy,pos_x,pos_y,mean_magnitude
[TRACE] Frame 0 | avg=(0.000513531,-0.00219026) | clippedAvg=(0.000513531,-0.00219026) | smooth=(0,0) | pos=(400,300) | maxFlowMag=3.38746 | contribPts=921600 | meanMag=0.0187205
CSV,44,2025-09-04 15:55:39,0.0198334,0.0139911,0.00253231,0.0204833,390.653,139.812,0.213368
CSV,45,2025-09-04 15:55:40,0.0261867,-0.128548,0.00936774,-0.0109092,391.59,138.721,0.234354
CSV,46,2025-09-04 15:55:40,0.0216084,0.150832,0.0129302,0.0206686,392.883,140.788,0.221785
CSV,47,2025-09-04 15:55:40,0.102802,1.7219,0.034117,0.354462,396.294,176.234,1.84043
CSV,48,2025-09-04 15:55:40,0.254916,2.32413,0.0815625,0.794365,404.451,255.671,2.45752
CSV,49,2025-09-04 15:55:40,0.282873,-1.5231,0.134148,0.487132,417.865,304.384,1.67117
CSV,50,2025-09-04 15:55:40,0.0802622,-0.997124,0.144963,0.313417,432.362,335.725,1.06495
CSV,51,2025-09-04 15:55:40,-0.0929526,-0.389081,0.122051,0.205435,444.567,356.269,0.563395
CSV,52,2025-09-04 15:55:41,-0.166401,-0.339952,0.0697898,-0.202919,451.546,335.977,0.519555
CSV,53,2025-09-04 15:55:41,-0.172173,-0.256229,-0.0137004,-0.700912,450.176,265.886,0.391215
CSV,54,2025-09-04 15:55:41,-0.194545,-0.136434,-0.109057,-0.421959,439.27,223.69,0.426969
